ID,Inizio (YYYY-MM-DD h:min:s),Inizio (DD/MM/YYYY),Fine (YYYY-MM-DD h:min:s),Fine (DD/MM/YYYY),Year,Value (μg.m-3),Comune,Indirizzo,Air Quality Station Area,Latitudine,Longitudine,EOL Code stazione,Tipo stazione,Provincia,Provincia (nome completo),Regione,Area,Area (macro)
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-08-01 16:00:00,01/08/2021,2021-08-01 17:00:00,01/08/2021,2021,"28,785",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2020-09-25 9:00:00,25/09/2020,2020-09-25 10:00:00,25/09/2020,2020,"28,78",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2274A_20_GC-FID_2016-06-16_00:00:00,2019-12-26 17:00:00,26/12/2019,2019-12-26 18:00:00,26/12/2019,2019,"28,78",Porto Empedocle,"Via Spinola, 16, 92014 Porto Empedocle AG, Italy",suburban,"37,29189","13,53254",IT2274A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2018-09-02 6:00:00,02/09/2018,2018-09-02 7:00:00,02/09/2018,2018,"28,7411",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2016-05-30 7:00:00,30/05/2016,2016-05-30 8:00:00,30/05/2016,2016,"28,735742",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1609A_20_GC-FID_2005-05-01_00:00:00,2023-08-01 7:00:00,01/08/2023,2023-08-01 8:00:00,01/08/2023,2023,"28,72",Statte,"Via del Tratturello Tarantino, 6, 74123 Statte TA, Italy",suburban,"40,52111","17,25360",IT1609A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2022-11-08 8:00:00,08/11/2022,2022-11-08 9:00:00,08/11/2022,2022,"28,72",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT1200A_20_GC-FID_2000-06-22_00:00:00,2013-01-01 3:00:00,01/01/2013,2013-01-01 4:00:00,01/01/2013,2013,"28,7",Frosinone,"Frosinone,03100, 03100 Frosinone FR, Italy",urban,"41,62431","13,33092",IT1200A,traffico,FR,Frosinone,Lazio,Centro,Centro
SPO.IT1491A_20_GC-FID_2004-01-01_00:00:00,2018-01-08 11:00:00,08/01/2018,2018-01-08 12:00:00,08/01/2018,2018,"28,7",Napoli,"Garibaldi, 80142 Napoli NA, Italy",urban,"40,85361","14,27167",IT1491A,traffico,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2022-07-20 6:00:00,20/07/2022,2022-07-20 7:00:00,20/07/2022,2022,"28,7",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2017-12-27 9:00:00,27/12/2017,2017-12-27 10:00:00,27/12/2017,2017,"28,7",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-19 22:00:00,19/01/2018,2018-01-19 23:00:00,19/01/2018,2018,"28,7",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-11-22 13:00:00,22/11/2021,2021-11-22 14:00:00,22/11/2021,2021,"28,6963",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1794A_20_GC-FID_2005-01-18_00:00:00,2020-01-21 10:00:00,21/01/2020,2020-01-21 11:00:00,21/01/2020,2020,"28,68",Giammoro,"Via Gabbia, 15, 98042 Giammoro ME, Italy",urban,"38,20556","15,31006",IT1794A,fondo,ME,Messina,Sicilia,Isole,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2023-07-26 23:00:00,26/07/2023,2023-07-27 0:00:00,27/07/2023,2023,"28,67",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT1822A_20_GC-FID_2009-07-01_00:00:00,2013-12-06 10:00:00,06/12/2013,2013-12-06 11:00:00,06/12/2013,2013,"28,67",Andria,"Via Solferino, 109, 76123 Andria BT, Italy",urban,"41,23167","16,29167",IT1822A,traffico,BT,Barletta-Andria-Trani,Puglia,Sud,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2023-08-22 4:00:00,22/08/2023,2023-08-22 5:00:00,22/08/2023,2023,"28,64",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2021-12-16 0:00:00,16/12/2021,2021-12-16 1:00:00,16/12/2021,2021,"28,62",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT0813A_20_GC-FID_2015-01-01_00:00:00,2015-11-17 20:00:00,17/11/2015,2015-11-17 21:00:00,17/11/2015,2015,"28,609593",Gela,"Via Venezia, 148, 93012 Gela CL, Italy",urban,"37,07035","14,25362",IT0813A,traffico,CL,Caltanissetta,Sicilia,Isole,Sud e isole
SPO.IT0461A_20_GC-FID_2003-08-03_00:00:00,2015-07-17 4:00:00,17/07/2015,2015-07-17 5:00:00,17/07/2015,2015,"28,6",Falconara Marittima,"Via Flaminia, 663, 60015 Falconara Marittima AN, Italy",suburban,"43,63333","13,38750",IT0461A,industriale,AN,Ancona,Marche,Centro,Centro
SPO.IT0898A_20_GC-PID_2015-01-01_00:00:00,2021-12-14 9:00:00,14/12/2021,2021-12-14 10:00:00,14/12/2021,2021,"28,6",Napoli,"Vico I Gagliardi, 13, 80135 Napoli NA, Italy",urban,"40,85419","14,25133",IT0898A,traffico,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT1491A_20_GC-FID_2004-01-01_00:00:00,2019-12-24 20:00:00,24/12/2019,2019-12-24 21:00:00,24/12/2019,2019,"28,6",Napoli,"Garibaldi, 80142 Napoli NA, Italy",urban,"40,85361","14,27167",IT1491A,traffico,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2107A_20_GC-PID_2012-01-01_00:00:00,2020-08-11 18:00:00,11/08/2020,2020-08-11 19:00:00,11/08/2020,2020,"28,6",Cairo Montenotte,"Corso Stalingrado, 4/14, 17014 Cairo Montenotte SV, Italy",suburban,"44,38325","8,28380",IT2107A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2019-09-13 8:00:00,13/09/2019,2019-09-13 9:00:00,13/09/2019,2019,"28,6",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-09-16 0:00:00,16/09/2020,2020-09-16 1:00:00,16/09/2020,2020,"28,6",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2017-12-20 4:00:00,20/12/2017,2017-12-20 5:00:00,20/12/2017,2017,"28,6",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2134A_20_GC-FID_2013-02-05_00:00:00,2023-05-20 14:00:00,20/05/2023,2023-05-20 15:00:00,20/05/2023,2023,"28,58",Narni Scalo,"Via del Lavoro, 3, 05035 Narni Scalo TR, Italy",suburban,"42,53417","12,52194",IT2134A,fondo,TR,Terni,Umbria,Centro,Centro
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2019-06-10 1:00:00,10/06/2019,2019-06-10 2:00:00,10/06/2019,2019,"28,57",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2107A_20_GC-PID_2012-01-01_00:00:00,2020-08-08 4:00:00,08/08/2020,2020-08-08 5:00:00,08/08/2020,2020,"28,55",Cairo Montenotte,"Corso Stalingrado, 4/14, 17014 Cairo Montenotte SV, Italy",suburban,"44,38325","8,28380",IT2107A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-08-24 23:00:00,24/08/2021,2021-08-25 0:00:00,25/08/2021,2021,"28,5352",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2107A_20_GC-PID_2012-01-01_00:00:00,2023-11-08 19:00:00,08/11/2023,2023-11-08 20:00:00,08/11/2023,2023,"28,53",Cairo Montenotte,"Corso Stalingrado, 4/14, 17014 Cairo Montenotte SV, Italy",suburban,"44,38325","8,28380",IT2107A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT0692A_20_GC-PID_2009-01-01_00:00:00,2021-10-07 3:00:00,07/10/2021,2021-10-07 4:00:00,07/10/2021,2021,"28,51063",Sannazzaro de' Burgondi,"Via Bigli, 28, 27039 Sannazzaro de' Burgondi PV, Italy",urban,"45,10167","8,90556",IT0692A,industriale,PV,Pavia,Lombardia,Nord-ovest,Nord
SPO.IT0898A_20_GC-PID_2015-01-01_00:00:00,2021-12-20 9:00:00,20/12/2021,2021-12-20 10:00:00,20/12/2021,2021,"28,5",Napoli,"Vico I Gagliardi, 13, 80135 Napoli NA, Italy",urban,"40,85419","14,25133",IT0898A,traffico,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT1200A_20_GC-FID_2000-06-22_00:00:00,2013-01-10 19:00:00,10/01/2013,2013-01-10 20:00:00,10/01/2013,2013,"28,5",Frosinone,"Frosinone,03100, 03100 Frosinone FR, Italy",urban,"41,62431","13,33092",IT1200A,traffico,FR,Frosinone,Lazio,Centro,Centro
SPO.IT1491A_20_GC-FID_2004-01-01_00:00:00,2022-12-23 21:00:00,23/12/2022,2022-12-23 22:00:00,23/12/2022,2022,"28,5",Napoli,"Garibaldi, 80142 Napoli NA, Italy",urban,"40,85361","14,27167",IT1491A,traffico,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT1491A_20_GC-FID_2004-01-01_00:00:00,2022-12-23 22:00:00,23/12/2022,2022-12-23 23:00:00,23/12/2022,2022,"28,5",Napoli,"Garibaldi, 80142 Napoli NA, Italy",urban,"40,85361","14,27167",IT1491A,traffico,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-18 18:00:00,18/01/2018,2018-01-18 19:00:00,18/01/2018,2018,"28,5",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2019-01-19 22:00:00,19/01/2019,2019-01-19 23:00:00,19/01/2019,2019,"28,5",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2227A_20_GC-PID_2015-05-01_00:00:00,2017-01-01 12:00:00,01/01/2017,2017-01-01 13:00:00,01/01/2017,2017,"28,5",Avellino,"Via Piave, 11, 83100 Avellino AV, Italy",urban,"40,91882","14,78553",IT2227A,traffico,AV,Avellino,Campania,Sud,Sud e isole
SPO.IT2227A_20_GC-PID_2015-05-01_00:00:00,2020-01-02 22:00:00,02/01/2020,2020-01-02 23:00:00,02/01/2020,2020,"28,5",Avellino,"Via Piave, 11, 83100 Avellino AV, Italy",urban,"40,91882","14,78553",IT2227A,traffico,AV,Avellino,Campania,Sud,Sud e isole
SPO.IT2271A_20_GC-PID_2016-04-22_00:00:00,2018-03-08 21:00:00,08/03/2018,2018-03-08 22:00:00,08/03/2018,2018,"28,5",Aversa,"Murale artistico, Via Ettore Corcioni, 86, 81031 Aversa CE, Italy",urban,"40,97548","14,21140",IT2271A,traffico,CE,Caserta,Campania,Sud,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2020-04-23 6:00:00,23/04/2020,2020-04-23 7:00:00,23/04/2020,2020,"28,49785",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2316A_20_GC-FID_2021-03-30_00:00:00,2021-10-30 7:00:00,30/10/2021,2021-10-30 8:00:00,30/10/2021,2021,"28,4697",Solarino,"SP52, 3, 96010 Solarino SR, Italy",suburban,"37,09628","15,13175",IT2316A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2022-09-27 20:00:00,27/09/2022,2022-09-27 21:00:00,27/09/2022,2022,"28,4655",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2023-08-14 1:00:00,14/08/2023,2023-08-14 2:00:00,14/08/2023,2023,"28,45",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT1168A_20_GC-PID_2012-01-01_00:00:00,2015-04-10 8:00:00,10/04/2015,2015-04-10 9:00:00,10/04/2015,2015,"28,4488",San Giovanni Al Natisone,"Via delle Colonne, 16, 33048 San Giovanni Al Natisone UD, Italy",suburban,"45,97333","13,39333",IT1168A,fondo,UD,Udine,Friuli-Venezia Giulia,Nord-est,Nord
SPO.IT2107A_20_GC-PID_2012-01-01_00:00:00,2018-03-23 19:00:00,23/03/2018,2018-03-23 20:00:00,23/03/2018,2018,"28,44",Cairo Montenotte,"Corso Stalingrado, 4/14, 17014 Cairo Montenotte SV, Italy",suburban,"44,38325","8,28380",IT2107A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT0618A_20_GC-FID_1983-04-30_23:00:00,2022-12-22 23:00:00,22/12/2022,2022-12-23 0:00:00,23/12/2022,2022,"28,4231",Augusta,"Via Vettor Pisani, 1, 96011 Augusta SR, Italy",urban,"37,21840","15,22050",IT0618A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0898A_20_GC-PID_2015-01-01_00:00:00,2016-11-24 9:00:00,24/11/2016,2016-11-24 10:00:00,24/11/2016,2016,"28,4",Napoli,"Vico I Gagliardi, 13, 80135 Napoli NA, Italy",urban,"40,85419","14,25133",IT0898A,traffico,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT0898A_20_GC-PID_2015-01-01_00:00:00,2019-01-16 21:00:00,16/01/2019,2019-01-16 22:00:00,16/01/2019,2019,"28,4",Napoli,"Vico I Gagliardi, 13, 80135 Napoli NA, Italy",urban,"40,85419","14,25133",IT0898A,traffico,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT1200A_20_GC-FID_2000-06-22_00:00:00,2013-01-08 20:00:00,08/01/2013,2013-01-08 21:00:00,08/01/2013,2013,"28,4",Frosinone,"Frosinone,03100, 03100 Frosinone FR, Italy",urban,"41,62431","13,33092",IT1200A,traffico,FR,Frosinone,Lazio,Centro,Centro
SPO.IT1529A_20_GC-PID_2009-07-16_00:00:00,2018-07-24 14:00:00,24/07/2018,2018-07-24 15:00:00,24/07/2018,2018,"28,4",Cuneo,"Corso Galileo Ferraris, 24, 12100 Cuneo CN, Italy",urban,"44,38180","7,53820",IT1529A,fondo,CN,Cuneo,Piemonte,Nord-ovest,Nord
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-07-25 8:00:00,25/07/2020,2020-07-25 9:00:00,25/07/2020,2020,"28,4",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-25 2:00:00,25/01/2018,2018-01-25 3:00:00,25/01/2018,2018,"28,4",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2019-01-19 23:00:00,19/01/2019,2019-01-20 0:00:00,20/01/2019,2019,"28,4",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2018A_20_GC-FID_2010-01-01_00:00:00,2017-11-21 22:00:00,21/11/2017,2017-11-21 23:00:00,21/11/2017,2017,"28,38",Francavilla Fontana,"Via Giovanni di Castri, 78A, 72021 Francavilla Fontana BR, Italy",suburban,"40,52750","17,58750",IT2018A,traffico,BR,Brindisi,Puglia,Sud,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2019-07-10 6:00:00,10/07/2019,2019-07-10 7:00:00,10/07/2019,2019,"28,35",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2020-08-26 1:00:00,26/08/2020,2020-08-26 2:00:00,26/08/2020,2020,"28,34746",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1868A_20_GC-PID_2005-03-09_00:00:00,2020-05-14 1:00:00,14/05/2020,2020-05-14 2:00:00,14/05/2020,2020,"28,34535",Mantova,"Vicolo Bonacolsi, 5, 46100 Mantova MN, Italy",urban,"45,16056","10,79556",IT1868A,fondo,MN,Mantova,Lombardia,Nord-ovest,Nord
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-09-18 9:00:00,18/09/2020,2020-09-18 10:00:00,18/09/2020,2020,"28,34",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-06-13 23:00:00,13/06/2021,2021-06-14 0:00:00,14/06/2021,2021,"28,3346",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2316A_20_GC-FID_2021-03-30_00:00:00,2021-07-22 6:00:00,22/07/2021,2021-07-22 7:00:00,22/07/2021,2021,"28,3298",Solarino,"SP52, 3, 96010 Solarino SR, Italy",suburban,"37,09628","15,13175",IT2316A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2015-04-13 9:00:00,13/04/2015,2015-04-13 10:00:00,13/04/2015,2015,"28,321975",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2023-11-08 7:00:00,08/11/2023,2023-11-08 8:00:00,08/11/2023,2023,"28,3113",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1940A_20_GC-PID_2009-03-01_00:00:00,2022-01-28 20:00:00,28/01/2022,2022-01-28 21:00:00,28/01/2022,2022,"28,31",Locri,"Traversa 1 Via Benevento, 12, 89044 Locri RC, Italy",urban,"38,22976","16,25518",IT1940A,fondo,RC,Reggio Calabria,Calabria,Sud,Sud e isole
SPO.IT1491A_20_GC-FID_2004-01-01_00:00:00,2022-12-31 20:00:00,31/12/2022,2022-12-31 21:00:00,31/12/2022,2022,"28,3",Napoli,"Garibaldi, 80142 Napoli NA, Italy",urban,"40,85361","14,27167",IT1491A,traffico,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2174A_20_GC-FID_2013-12-18_00:00:00,2016-07-10 22:00:00,10/07/2016,2016-07-10 23:00:00,10/07/2016,2016,"28,3",Latina,"Viale G. de Chirico, 1, 04100 Latina LT, Italy",urban,"41,45113","12,89173",IT2174A,traffico,LT,Latina,Lazio,Centro,Centro
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2017-11-21 18:00:00,21/11/2017,2017-11-21 19:00:00,21/11/2017,2017,"28,3",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2017-12-06 2:00:00,06/12/2017,2017-12-06 3:00:00,06/12/2017,2017,"28,3",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-17 23:00:00,17/01/2018,2018-01-18 0:00:00,18/01/2018,2018,"28,3",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2019-01-05 19:00:00,05/01/2019,2019-01-05 20:00:00,05/01/2019,2019,"28,3",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2227A_20_GC-PID_2015-05-01_00:00:00,2019-12-06 19:00:00,06/12/2019,2019-12-06 20:00:00,06/12/2019,2019,"28,3",Avellino,"Via Piave, 11, 83100 Avellino AV, Italy",urban,"40,91882","14,78553",IT2227A,traffico,AV,Avellino,Campania,Sud,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2022-07-30 7:00:00,30/07/2022,2022-07-30 8:00:00,30/07/2022,2022,"28,292",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1977A_20_GC-FID_2009-06-15_00:00:00,2021-12-29 19:00:00,29/12/2021,2021-12-29 20:00:00,29/12/2021,2021,"28,29",Montesilvano,"Montesilvano-SS16 C.so Umberto fronte C.C.Cormorano-dir.Nord, 65015 Montesilvano PE, Italy",urban,"42,51750","14,14833",IT1977A,traffico,PE,Pescara,Abruzzo,Sud,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-08-03 5:00:00,03/08/2021,2021-08-03 6:00:00,03/08/2021,2021,"28,2847",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2022-07-25 1:00:00,25/07/2022,2022-07-25 2:00:00,25/07/2022,2022,"28,2715",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2275A_20_GC-FID_2015-01-01_00:00:00,2023-12-13 16:00:00,13/12/2023,2023-12-13 17:00:00,13/12/2023,2023,"28,2706",Messina,"V.lla Dante- inc. V. Roosevelt, 98124 Messina ME, Italy",urban,"38,17434","15,54651",IT2275A,fondo,ME,Messina,Sicilia,Isole,Sud e isole
SPO.IT1011A_20_GC-FID_2012-07-06_00:00:00,2020-01-23 22:00:00,23/01/2020,2020-01-23 23:00:00,23/01/2020,2020,"28,26",Terni,"V.Campofregoso P.Te Garibaldi, 05100 Terni TR, Italy",urban,"42,56000","12,65083",IT1011A,traffico,TR,Terni,Umbria,Centro,Centro
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-06-22 7:00:00,22/06/2021,2021-06-22 8:00:00,22/06/2021,2021,"28,254",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2030A_20_GC-FID_2010-01-01_00:00:00,2017-05-29 13:00:00,29/05/2017,2017-05-29 14:00:00,29/05/2017,2017,"28,246148",Gela,"km 269.100, SN, 93012 Gela CL, Italy",suburban,"37,05587","14,29714",IT2030A,fondo,CL,Caltanissetta,Sicilia,Isole,Sud e isole
SPO.IT2044A_20_GC-FID_2012-01-01_00:00:00,2013-11-16 17:00:00,16/11/2013,2013-11-16 18:00:00,16/11/2013,2013,"28,24",Lecce,"Viale Felice Cavallotti, 1g, 73100 Lecce LE, Italy",urban,"40,35194","18,17667",IT2044A,traffico,LE,Lecce,Puglia,Sud,Sud e isole
SPO.IT2107A_20_GC-PID_2012-01-01_00:00:00,2015-12-27 14:00:00,27/12/2015,2015-12-27 15:00:00,27/12/2015,2015,"28,24",Cairo Montenotte,"Corso Stalingrado, 4/14, 17014 Cairo Montenotte SV, Italy",suburban,"44,38325","8,28380",IT2107A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT0618A_20_GC-FID_1983-04-30_23:00:00,2022-12-23 2:00:00,23/12/2022,2022-12-23 3:00:00,23/12/2022,2022,"28,2371",Augusta,"Via Vettor Pisani, 1, 96011 Augusta SR, Italy",urban,"37,21840","15,22050",IT0618A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
